HGNC ID	Approved symbol	Approved name	Previous symbols	Status	NCBI Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)	Mouse genome database ID(supplied by MGI)	Rat genome database ID(supplied by RGD)	Ensembl gene ID
HGNC:20084	DDX54	DEAD-box helicase 54		Approved	79039	Q8TDD1	MGI:1919240	RGD:1562539	ENSG00000123064
HGNC:20085	DDX55	DEAD-box helicase 55		Approved	57696	Q8NHQ9	MGI:1915098	RGD:2324094	ENSG00000111364
HGNC:49852	DDX55P1	DEAD-box helicase 55 pseudogene 1		Approved	100129640				ENSG00000270863
HGNC:18193	DDX56	DEAD-box helicase 56		Approved	54606	Q9NY93	MGI:1277172	RGD:1303195	ENSG00000136271
HGNC:25360	DDX59	DEAD-box helicase 59		Approved	83479	Q5T1V6	MGI:1915247	RGD:1359520	ENSG00000118197
HGNC:41094	DDX59-AS1	DDX59 antisense RNA 1		Approved	101929224				ENSG00000260088
HGNC:25942	DDX60	DExD/H-box helicase 60		Approved	55601	Q8IY21	MGI:2384570	RGD:1560014	ENSG00000137628
HGNC:26429	DDX60L	DExD/H-box 60 like		Approved	91351	Q5H9U9			ENSG00000181381
HGNC:14677	DEAF1	DEAF1 transcription factor		Approved	10522	O75398	MGI:1858496	RGD:620671	ENSG00000177030
HGNC:2753	DECR1	2,4-dienoyl-CoA reductase 1	DECR	Approved	1666	Q16698	MGI:1914710	RGD:70999	ENSG00000104325
HGNC:2754	DECR2	2,4-dienoyl-CoA reductase 2		Approved	26063	Q9NUI1	MGI:1347059	RGD:71002	ENSG00000242612
HGNC:2755	DEDD	death effector domain containing		Approved	9191	O75618	MGI:1333874	RGD:620050	ENSG00000158796
HGNC:24450	DEDD2	death effector domain containing 2		Approved	162989	Q8WXF8	MGI:1914629	RGD:1588968	ENSG00000160570
HGNC:2756	DEF1	symbol withdrawn, see [HGNC:2761](/data/gene-symbol-report/#!/hgnc_id/HGNC:2761)		Symbol Withdrawn					
HGNC:2757	DEF3	symbol withdrawn, see [HGNC:2762](/data/gene-symbol-report/#!/hgnc_id/HGNC:2762)		Symbol Withdrawn					
HGNC:2758	DEF4	symbol withdrawn, see [HGNC:2763](/data/gene-symbol-report/#!/hgnc_id/HGNC:2763)		Symbol Withdrawn					
HGNC:2759	DEF5	symbol withdrawn, see [HGNC:2764](/data/gene-symbol-report/#!/hgnc_id/HGNC:2764)		Symbol Withdrawn					
HGNC:2760	DEF6	DEF6 guanine nucleotide exchange factor		Approved	50619	Q9H4E7	MGI:1346328	RGD:1307945	ENSG00000023892
HGNC:25969	DEF8	differentially expressed in FDCP 8 homolog		Approved	54849	Q6ZN54	MGI:1346331	RGD:1309008	ENSG00000140995
HGNC:2761	DEFA1	defensin alpha 1	DEF1, MRS, DEFA2	Approved	1667	P59665	MGI:94880, MGI:94882, MGI:94883, MGI:99579, MGI:99580, MGI:99581, MGI:99582, MGI:99583, MGI:99584, MGI:99585, MGI:99586, MGI:99587, MGI:99588, MGI:99589, MGI:99590, MGI:99591, MGI:99592, MGI:102509, MGI:102514, MGI:102516, MGI:1345152, MGI:1915259, MGI:3630303, MGI:3630381, MGI:3630383, MGI:3630385, MGI:3630390, MGI:3642780, MGI:3646688, MGI:3705230, MGI:3705236, MGI:3708769, MGI:3709042, MGI:3709048, MGI:3711900, MGI:3808881, MGI:5434853		ENSG00000206047
HGNC:32231	DEFA1A3	defensin alpha 1 and alpha 3, variable copy number locus		Approved	613253				
HGNC:33596	DEFA1B	defensin alpha 1B		Approved	728358	P59665	MGI:94880, MGI:94882, MGI:94883, MGI:99579, MGI:99580, MGI:99581, MGI:99582, MGI:99583, MGI:99584, MGI:99585, MGI:99586, MGI:99587, MGI:99588, MGI:99589, MGI:99590, MGI:99591, MGI:99592, MGI:102509, MGI:102514, MGI:102516, MGI:1345152, MGI:1915259, MGI:3630303, MGI:3630381, MGI:3630383, MGI:3630385, MGI:3630390, MGI:3642780, MGI:3646688, MGI:3705230, MGI:3705236, MGI:3708769, MGI:3709042, MGI:3709048, MGI:3711900, MGI:3808881, MGI:5434853		ENSG00000240247
HGNC:29133	DEFA2	symbol withdrawn, see [HGNC:2761](/data/gene-symbol-report/#!/hgnc_id/HGNC:2761)		Symbol Withdrawn					
HGNC:2762	DEFA3	defensin alpha 3	DEF3	Approved	1668	P59666	MGI:94880, MGI:94881, MGI:94882, MGI:94883, MGI:99579, MGI:99580, MGI:99581, MGI:99582, MGI:99583, MGI:99584, MGI:99585, MGI:99586, MGI:99587, MGI:99588, MGI:99589, MGI:99590, MGI:99591, MGI:99592, MGI:102509, MGI:102514, MGI:102516, MGI:1345152, MGI:1913548, MGI:1915259, MGI:3630303, MGI:3630381, MGI:3630383, MGI:3630385, MGI:3630390, MGI:3639039, MGI:3642780, MGI:3646688, MGI:3705230, MGI:3705236, MGI:3708769, MGI:3709042, MGI:3709048, MGI:3711900, MGI:3808881, MGI:5434853		ENSG00000239839
HGNC:2763	DEFA4	defensin alpha 4	DEF4	Approved	1669	P12838	MGI:99584, MGI:99592, MGI:1915259, MGI:3611585, MGI:3630303, MGI:3645033, MGI:3648003, MGI:3709042, MGI:3709605	RGD:727857	ENSG00000164821
HGNC:2764	DEFA5	defensin alpha 5	DEF5	Approved	1670	Q01523	MGI:94880, MGI:94882, MGI:94883, MGI:99579, MGI:99580, MGI:99581, MGI:99582, MGI:99583, MGI:99585, MGI:99586, MGI:99587, MGI:99588, MGI:99589, MGI:99590, MGI:99591, MGI:99592, MGI:102509, MGI:102514, MGI:102516, MGI:1345152, MGI:3630303, MGI:3630381, MGI:3630383, MGI:3630385, MGI:3630390, MGI:3642780, MGI:3646688, MGI:3705230, MGI:3705236, MGI:3708769, MGI:3709048, MGI:3711900, MGI:3808881, MGI:5434853	RGD:727951	ENSG00000164816
HGNC:2765	DEFA6	defensin alpha 6		Approved	1671	Q01524	MGI:94880, MGI:94881, MGI:94882, MGI:94883, MGI:99579, MGI:99580, MGI:99581, MGI:99582, MGI:99583, MGI:99584, MGI:99585, MGI:99586, MGI:99587, MGI:99588, MGI:99589, MGI:99590, MGI:99591, MGI:99592, MGI:102509, MGI:102514, MGI:102516, MGI:1345152, MGI:1913548, MGI:1915259, MGI:3611585, MGI:3630303, MGI:3630381, MGI:3630383, MGI:3630385, MGI:3630390, MGI:3639039, MGI:3642780, MGI:3645033, MGI:3646688, MGI:3648003, MGI:3705230, MGI:3705236, MGI:3708769, MGI:3709042, MGI:3709048, MGI:3709605, MGI:3711900, MGI:3808881, MGI:5434853		ENSG00000164822
HGNC:31798	DEFA7P	defensin alpha 7, pseudogene	DEFA7	Approved	724067				ENSG00000206042
HGNC:24815	DEFA8	defensin, alpha 8		Entry Withdrawn					
HGNC:31799	DEFA8P	defensin alpha 8, pseudogene		Approved	449491				ENSG00000223629
HGNC:31800	DEFA9P	defensin alpha 9, pseudogene		Approved	449492				ENSG00000233238
HGNC:31801	DEFA10P	defensin alpha 10, pseudogene		Approved	449493				ENSG00000233531
HGNC:33354	DEFA11P	defensin alpha 11, pseudogene		Approved	724068				ENSG00000234178
HGNC:2766	DEFB1	defensin beta 1		Approved	1672	P60022	MGI:1096878, MGI:2672966	RGD:619943	ENSG00000164825
HGNC:2767	DEFB4A	defensin beta 4A	DEFB102, DEFB2, DEFB4	Approved	1673	O15263	MGI:1351612, MGI:1927667, MGI:1933153, MGI:2151044, MGI:2179200, MGI:2654206	RGD:1563630	ENSG00000171711
HGNC:30193	DEFB4B	defensin beta 4B	DEFB4P	Approved	100289462	O15263	MGI:1351612, MGI:1927667, MGI:1933153, MGI:2151044, MGI:2179200, MGI:2654206		ENSG00000177257
HGNC:15967	DEFB103A	defensin beta 103A	DEFB3, DEFB103	Approved	414325	P81534	MGI:2675345	RGD:1561378	ENSG00000176797
HGNC:31702	DEFB103B	defensin beta 103B		Approved	55894	P81534	MGI:2675345		ENSG00000177243
HGNC:18115	DEFB104A	defensin beta 104A	DEFB104	Approved	140596	Q8WTQ1			ENSG00000176782
HGNC:26165	DEFB104B	defensin beta 104B		Approved	503618	Q8WTQ1			ENSG00000177023
HGNC:18087	DEFB105A	defensin beta 105A	DEFB105	Approved	245908	Q8NG35	MGI:1924924	RGD:41355023	ENSG00000186562
HGNC:29930	DEFB105B	defensin beta 105B		Approved	504180	Q8NG35	MGI:1924924	RGD:1564879	ENSG00000186599
HGNC:18088	DEFB106A	defensin beta 106A	DEFB106	Approved	245909	Q8N104	MGI:2179202, MGI:2672979	RGD:41124527	ENSG00000186579
HGNC:28879	DEFB106B	defensin beta 106B		Approved	503841	Q8N104	MGI:2179202, MGI:2672979	RGD:1563061	ENSG00000187082
HGNC:18086	DEFB107A	defensin beta 107A	DEFB107	Approved	245910	Q8IZN7	MGI:2179203		ENSG00000186572
HGNC:31918	DEFB107B	defensin beta 107B		Approved	503614	Q8IZN7	MGI:2179203	RGD:1559883	ENSG00000198129
HGNC:18089	DEFB108A	defensin beta 108A	DEFB108, DEFB108P1	Approved	503694	A8MXU0			ENSG00000229907
HGNC:29966	DEFB108B	defensin beta 108B		Approved	245911	Q8NET1			ENSG00000184276
HGNC:30847	DEFB108C	defensin beta 108C	DEFB108P2	Approved	503837	A8MXU0			ENSG00000215371
HGNC:26227	DEFB108D	defensin beta 108D (pseudogene)	DEFB108P3	Approved	504185				ENSG00000255544
HGNC:30174	DEFB108E	defensin beta 108E (pseudogene)	DEFB108P4	Approved	503840				ENSG00000254623
HGNC:38062	DEFB108F	defensin beta 108F (pseudogene)	DEFB108P5	Approved	100133128				ENSG00000188438
HGNC:18090	DEFB109A	defensin beta 109A (pseudogene)	DEFB109, DEFB109P1	Approved	245912				ENSG00000242296
HGNC:33469	DEFB109B	defensin beta 109B	DEFB109P1B	Approved	641517	Q30KR1	MGI:3646223	RGD:1560445	ENSG00000206034
HGNC:43844	DEFB109C	defensin beta 109C		Approved	100286963				ENSG00000205989
HGNC:30838	DEFB109D	defensin beta 109D (pseudogene)	DEFB109P3	Approved	503838				ENSG00000254866
HGNC:30592	DEFB109E	defensin beta 109E (pseudogene)	DEFB109P2	Approved	503839				
HGNC:38066	DEFB109F	defensin beta 109F (pseudogene)		Approved	110806268				ENSG00000244050
HGNC:18091	DEFB110	defensin beta 110		Approved	245913	Q30KQ9	MGI:1924923	RGD:1565718	ENSG00000203970
HGNC:18092	DEFB111	defensin, beta 111		Entry Withdrawn					
HGNC:18093	DEFB112	defensin beta 112		Approved	245915	Q30KQ8			ENSG00000180872
HGNC:18094	DEFB113	defensin beta 113		Approved	245927	Q30KQ7	MGI:3648148	RGD:1559758	ENSG00000214642
HGNC:18095	DEFB114	defensin beta 114		Approved	245928	Q30KQ6			ENSG00000177684
HGNC:18096	DEFB115	defensin beta 115		Approved	245929	Q30KQ5	MGI:3650536	RGD:1565792	ENSG00000215547
HGNC:18097	DEFB116	defensin beta 116		Approved	245930	Q30KQ4	MGI:1922650	RGD:1564030	ENSG00000215545
HGNC:18098	DEFB117	defensin beta 117 (pseudogene)		Approved	245931				ENSG00000212717
HGNC:16196	DEFB118	defensin beta 118	C20orf63	Approved	117285	Q96PH6	MGI:2684967	RGD:1562393	ENSG00000131068
HGNC:18099	DEFB119	defensin beta 119	DEFB120	Approved	245932	Q8N690	MGI:2385955	RGD:1559541	ENSG00000180483
HGNC:18100	DEFB120	symbol withdrawn, see [HGNC:18099](/data/gene-symbol-report/#!/hgnc_id/HGNC:18099)		Symbol Withdrawn					
HGNC:18101	DEFB121	defensin beta 121		Approved	245934	Q5J5C9			ENSG00000204548
HGNC:18102	DEFB122	defensin beta 122 (pseudogene)		Approved	245935				ENSG00000204547
HGNC:18103	DEFB123	defensin beta 123		Approved	245936	Q8N688	MGI:2385956	RGD:1564902	ENSG00000180424
HGNC:18104	DEFB124	defensin beta 124		Approved	245937	Q8NES8	MGI:3651158	RGD:1564765	ENSG00000180383
HGNC:18105	DEFB125	defensin beta 125		Approved	245938	Q8N687	MGI:3643488	RGD:1564413	ENSG00000178591
HGNC:15900	DEFB126	defensin beta 126	C20orf8	Approved	81623	Q9BYW3	MGI:3045368	RGD:708352	ENSG00000125788
HGNC:16206	DEFB127	defensin beta 127	C20orf73	Approved	140850	Q9H1M4			ENSG00000088782
HGNC:18106	DEFB128	defensin beta 128		Approved	245939	Q7Z7B8	MGI:2442320	RGD:1565177	ENSG00000185982
HGNC:16218	DEFB129	defensin beta 129	C20orf87	Approved	140881	Q9H1M3	MGI:3644405	RGD:1560097	ENSG00000125903
HGNC:18107	DEFB130A	defensin beta 130A	DEFB130	Approved	245940	P0DP74	MGI:3644478		ENSG00000232948
HGNC:39814	DEFB130B	defensin beta 130B		Approved	100133267	P0DP73	MGI:3644478	RGD:1562459	ENSG00000233050
HGNC:43843	DEFB130C	defensin beta 130C (pseudogene)		Approved	110806270				ENSG00000255157
HGNC:38059	DEFB130D	defensin beta 130D (pseudogene)		Approved	110806292				ENSG00000232773
HGNC:18108	DEFB131A	defensin beta 131A	DEFB131	Approved	644414	P59861	MGI:3647180	RGD:1566384	ENSG00000186146
HGNC:38058	DEFB131B	defensin beta 131B		Approved	100129216	A0A096LNP1	MGI:3647180		ENSG00000225805
HGNC:38060	DEFB131C	defensin beta 131C (pseudogene)		Approved	100128174				ENSG00000254700
HGNC:38061	DEFB131D	defensin beta 131D (pseudogene)		Approved	100287066				ENSG00000237215
HGNC:39765	DEFB131E	defensin beta 131E (pseudogene)		Approved	110806269				ENSG00000254507
HGNC:33806	DEFB132	defensin beta 132		Approved	400830	Q7Z7B7			ENSG00000186458
HGNC:18109	DEFB132P	defensin, beta 132, pseudogene		Entry Withdrawn					
HGNC:31331	DEFB133	defensin beta 133 (pseudogene)		Approved	403339	Q30KQ1		RGD:1560245	ENSG00000214643
HGNC:32399	DEFB134	defensin beta 134		Approved	613211	Q4QY38			ENSG00000205882
HGNC:32400	DEFB135	defensin beta 135		Approved	613209	Q30KP9	MGI:1920920	RGD:1559641	ENSG00000205883
HGNC:34433	DEFB136	defensin beta 136		Approved	613210	Q30KP8	MGI:3033850	RGD:1562179	ENSG00000205884
HGNC:18339	DEFT1P	defensin theta 1, pseudogene	DEFQ1, DEFT1	Approved	170949				ENSG00000215378
HGNC:33599	DEFT1P2	defensin theta 1, pseudogene 2		Approved	100287083				ENSG00000232039
HGNC:30474	DEFT2P	defensin, theta 2 pseudogene	DEFQ2P	Entry Withdrawn					
HGNC:17250	DEFT3P	defensin, theta 3 pseudogene	DEFQ3P	Entry Withdrawn					
HGNC:26298	DEFT4P	defensin, theta 4 pseudogene	DEFQ4P	Entry Withdrawn					
HGNC:17248	DEFT5P	defensin, theta 5 pseudogene	DEFQ5P	Entry Withdrawn					
HGNC:26603	DEFT6P	defensin, theta 6 pseudogene	DEFQ6P	Entry Withdrawn					
HGNC:13709	DEGS1	delta 4-desaturase, sphingolipid 1		Approved	8560	O15121	MGI:1097711, MGI:3588271	RGD:70917	ENSG00000143753
HGNC:20113	DEGS2	delta 4-desaturase, sphingolipid 2	C14orf66	Approved	123099	Q6QHC5	MGI:1917309	RGD:1305023	ENSG00000168350
HGNC:2768	DEK	DEK proto-oncogene		Approved	7913	P35659	MGI:1926209	RGD:1303246	ENSG00000124795
HGNC:28969	DELE1	DAP3 binding cell death enhancer 1	KIAA0141	Approved	9812	Q14154	MGI:1914089	RGD:735029	ENSG00000081791
HGNC:23658	DELEC1	deleted in esophageal cancer 1	DEC1	Approved	50514	Q9P2X7			ENSG00000173077
HGNC:29324	DENND1A	DENN domain containing 1A	KIAA1608	Approved	57706	Q8TEH3	MGI:2442794	RGD:1307927	ENSG00000119522
HGNC:28404	DENND1B	DENN domain containing 1B	FAM31B, C1orf218	Approved	163486	Q6P3S1	MGI:2447812	RGD:1308441	ENSG00000213047
HGNC:26225	DENND1C	DENN domain containing 1C	FAM31C	Approved	79958	Q8IV53	MGI:1918035	RGD:1590869	ENSG00000205744
HGNC:22212	DENND2A	DENN domain containing 2A	KIAA1277	Approved	27147	Q9ULE3	MGI:2444961	RGD:1306142	ENSG00000146966
HGNC:11350	DENND2B	DENN domain containing 2B	ST5	Approved	6764	P78524	MGI:108517	RGD:1308995	ENSG00000166444
HGNC:56176	DENND2B-AS1	DENND2B antisense RNA 1		Approved	102724784				ENSG00000255159
HGNC:24748	DENND2C	DENN domain containing 2C		Approved	163259	Q68D51	MGI:3036254	RGD:1308197	ENSG00000175984
HGNC:26192	DENND2D	DENN domain containing 2D		Approved	79961	Q9H6A0	MGI:2181193	RGD:1305120	ENSG00000162777
HGNC:29134	DENND3	DENN domain containing 3		Approved	22898	A2RUS2	MGI:2146009	RGD:1311559	ENSG00000105339
HGNC:55537	DENND3-AS1	DENND3 antisense RNA 1		Approved	101927963				ENSG00000253210
HGNC:24321	DENND4A	DENN domain containing 4A	MYCPBP	Approved	10260	Q7Z401	MGI:2142979	RGD:1562639	ENSG00000174485
HGNC:29044	DENND4B	DENN domain containing 4B	KIAA0476	Approved	9909	O75064	MGI:2446201	RGD:1560320	ENSG00000198837
HGNC:26079	DENND4C	DENN domain containing 4C	C9orf55B, C9orf55	Approved	55667	Q5VZ89	MGI:1914769	RGD:1308489	ENSG00000137145
HGNC:19344	DENND5A	DENN domain containing 5A	RAB6IP1	Approved	23258	Q6IQ26	MGI:1201681	RGD:1306759	ENSG00000184014
HGNC:28338	DENND5B	DENN domain containing 5B		Approved	160518	Q6ZUT9	MGI:2444273	RGD:2318606	ENSG00000170456
HGNC:42517	DENND5B-AS1	DENND5B antisense RNA 1		Approved	100874249				ENSG00000255867
HGNC:26635	DENND6A	DENN domain containing 6A	FAM116A	Approved	201627	Q8IWF6	MGI:2442980	RGD:1306064	ENSG00000174839
HGNC:41152	DENND6A-AS1	DENND6A antisense RNA 1		Approved	106144528				ENSG00000239801
HGNC:51592	DENND6A-DT	DENND6A divergent transcript		Approved	101929159				ENSG00000241933
HGNC:32690	DENND6B	DENN domain containing 6B	FAM116B	Approved	414918	Q8NEG7	MGI:1916690	RGD:1308012	ENSG00000205593
HGNC:31793	DENND10	DENN domain containing 10	FAM45A	Approved	404636	Q8TCE6	MGI:1915144	RGD:1308326	ENSG00000119979
HGNC:30886	DENND10P1	DENND10 pseudogene 1	FAM45B, FAM45BP	Approved	55855	Q6NSW5	MGI:1915144		ENSG00000221930
HGNC:29472	DENND11	DENN domain containing 11	KIAA1147	Approved	57189	A4D1U4	MGI:2444256	RGD:1563986	ENSG00000257093
HGNC:2769	DENR	density regulated re-initiation and release factor		Approved	8562	O43583	MGI:1915434	RGD:1584200	ENSG00000139726
HGNC:56955	DENRP1	DENR pseudogene 1		Approved	729557				ENSG00000236456
HGNC:56956	DENRP2	DENR pseudogene 2		Approved	100652897				ENSG00000257941
HGNC:56957	DENRP3	DENR pseudogene 3		Approved	100420064				ENSG00000271919
HGNC:56958	DENRP4	DENR pseudogene 4		Approved	100419923				ENSG00000229369
HGNC:22949	DEPDC1	DEP domain containing 1		Approved	55635	Q5TB30	MGI:1923381	RGD:1306987	ENSG00000024526
HGNC:50592	DEPDC1-AS1	DEPDC1 antisense RNA 1		Approved	101927220				ENSG00000234264
HGNC:24902	DEPDC1B	DEP domain containing 1B		Approved	55789	Q8WUY9	MGI:2145425	RGD:1305799	ENSG00000035499
HGNC:31125	DEPDC1P1	DEP domain containing 1 pseudogene 1		Approved	730888				ENSG00000259358
HGNC:33975	DEPDC1P2	DEP domain containing 1 pseudogene 2		Approved	100126446				ENSG00000232486
HGNC:22952	DEPDC4	DEP domain containing 4		Approved	120863	Q8N2C3			ENSG00000166153
HGNC:18423	DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit		Approved	9681	O75140	MGI:2141101	RGD:1311535	ENSG00000100150
HGNC:29899	DEPDC7	DEP domain containing 7		Approved	91614	Q96QD5	MGI:2139258	RGD:1309720	ENSG00000121690
HGNC:23355	DEPP1	DEPP autophagy regulator 1	C10orf10	Approved	11067	Q9NTK1	MGI:1918730	RGD:1565700	ENSG00000165507
HGNC:22953	DEPTOR	DEP domain containing MTOR interacting protein	DEPDC6	Approved	64798	Q8TB45	MGI:2146322	RGD:1561030	ENSG00000155792
HGNC:55602	DEPTOR-AS1	DEPTOR antisense RNA 1		Approved	121676927				ENSG00000245330
HGNC:24269	DERA	deoxyribose-phosphate aldolase		Approved	51071	Q9Y315	MGI:1913762	RGD:1589836	ENSG00000023697
HGNC:28454	DERL1	derlin 1		Approved	79139	Q9BUN8	MGI:1915069	RGD:1311835	ENSG00000136986
HGNC:17943	DERL2	derlin 2		Approved	51009	Q9GZP9	MGI:2151483	RGD:6496100	ENSG00000072849
HGNC:14236	DERL3	derlin 3	C22orf14	Approved	91319	Q96Q80	MGI:1917627	RGD:1597373	ENSG00000099958
HGNC:54084	DERPC	DERPC proline and glycine rich nuclear protein		Approved	113455421	P0CG12	MGI:2443370, MGI:6303050	RGD:21079726	ENSG00000286140
HGNC:2770	DES	desmin		Approved	1674	P17661	MGI:94885	RGD:620686	ENSG00000175084
HGNC:24577	DESI1	desumoylating isopeptidase 1	FAM152B, PPPDE2	Approved	27351	Q6ICB0	MGI:106313	RGD:1305776	ENSG00000100418
HGNC:24264	DESI2	desumoylating isopeptidase 2	C1orf121, FAM152A, PPPDE1	Approved	51029	Q9BSY9	MGI:1926075	RGD:1359392	ENSG00000121644
HGNC:25477	DET1	DET1 partner of COP1 E3 ubiquitin ligase		Approved	55070	Q7L5Y6	MGI:1923625	RGD:1309793	ENSG00000140543
HGNC:26344	DEUP1	deuterosome assembly protein 1	CCDC67	Approved	159989	Q05D60	MGI:2443026	RGD:1306632	ENSG00000165325
HGNC:13267	DEXI	Dexi homolog		Approved	28955	O95424	MGI:1926236	RGD:1564938	ENSG00000182108
HGNC:2772	DFFA	DNA fragmentation factor subunit alpha		Approved	1676	O00273	MGI:1196227	RGD:620334	ENSG00000160049
HGNC:2773	DFFB	DNA fragmentation factor subunit beta		Approved	1677	O76075	MGI:1196287	RGD:620335	ENSG00000169598
HGNC:49815	DFFBP1	DNA fragmentation factor subunit beta pseudogene 1		Approved	100422581				ENSG00000232303
HGNC:2774	DFN1	symbol withdrawn, see [HGNC:11817](/data/gene-symbol-report/#!/hgnc_id/HGNC:11817)		Symbol Withdrawn					
HGNC:2775	DFN2	symbol withdrawn, see [HGNC:9462](/data/gene-symbol-report/#!/hgnc_id/HGNC:9462)		Symbol Withdrawn					
HGNC:2776	DFN3	symbol withdrawn, see [HGNC:9217](/data/gene-symbol-report/#!/hgnc_id/HGNC:9217)		Symbol Withdrawn					
HGNC:2778	DFN5	deafness, X-linked 5		Entry Withdrawn					
HGNC:2779	DFN6	symbol withdrawn, see [HGNC:11122](/data/gene-symbol-report/#!/hgnc_id/HGNC:11122)		Symbol Withdrawn					
HGNC:2780	DFN7	deafness, X-linked 7		Entry Withdrawn					
HGNC:2781	DFN8	deafness, X-linked 8		Entry Withdrawn					
HGNC:2782	DFNA1	symbol withdrawn, see [HGNC:2876](/data/gene-symbol-report/#!/hgnc_id/HGNC:2876)		Symbol Withdrawn					
HGNC:2792	DFNA2	symbol withdrawn, see [HGNC:4285](/data/gene-symbol-report/#!/hgnc_id/HGNC:4285) and [HGNC:6298](/data/gene-symbol-report/#!/hgnc_id/HGNC:6298)		Symbol Withdrawn					
HGNC:2801	DFNA3	symbol withdrawn, see [HGNC:4284](/data/gene-symbol-report/#!/hgnc_id/HGNC:4284) and [HGNC:4288](/data/gene-symbol-report/#!/hgnc_id/HGNC:4288)		Symbol Withdrawn					
HGNC:2809	DFNA4	symbol withdrawn, see [HGNC:23212](/data/gene-symbol-report/#!/hgnc_id/HGNC:23212)		Symbol Withdrawn					
HGNC:2811	DFNA6	symbol withdrawn, see [HGNC:12762](/data/gene-symbol-report/#!/hgnc_id/HGNC:12762)		Symbol Withdrawn					
HGNC:2812	DFNA7	deafness, autosomal dominant 7		Entry Withdrawn					
HGNC:2813	DFNA8	symbol withdrawn, see [HGNC:11720](/data/gene-symbol-report/#!/hgnc_id/HGNC:11720)		Symbol Withdrawn					
HGNC:2814	DFNA9	symbol withdrawn, see [HGNC:2180](/data/gene-symbol-report/#!/hgnc_id/HGNC:2180)		Symbol Withdrawn					
HGNC:2783	DFNA10	symbol withdrawn, see [HGNC:3522](/data/gene-symbol-report/#!/hgnc_id/HGNC:3522)		Symbol Withdrawn					
HGNC:2784	DFNA11	symbol withdrawn, see [HGNC:7606](/data/gene-symbol-report/#!/hgnc_id/HGNC:7606)		Symbol Withdrawn					
HGNC:2785	DFNA12	symbol withdrawn, see [HGNC:11720](/data/gene-symbol-report/#!/hgnc_id/HGNC:11720)		Symbol Withdrawn					
HGNC:2786	DFNA13	symbol withdrawn, see [HGNC:2187](/data/gene-symbol-report/#!/hgnc_id/HGNC:2187)		Symbol Withdrawn					
HGNC:2787	DFNA14	symbol withdrawn, see [HGNC:12762](/data/gene-symbol-report/#!/hgnc_id/HGNC:12762)		Symbol Withdrawn					
HGNC:2788	DFNA15	symbol withdrawn, see [HGNC:9220](/data/gene-symbol-report/#!/hgnc_id/HGNC:9220)		Symbol Withdrawn					
HGNC:2789	DFNA16	deafness, autosomal dominant 16		Entry Withdrawn					
HGNC:2790	DFNA17	symbol withdrawn, see [HGNC:7579](/data/gene-symbol-report/#!/hgnc_id/HGNC:7579)		Symbol Withdrawn					
HGNC:13268	DFNA18	deafness, autosomal dominant 18		Entry Withdrawn					
HGNC:2791	DFNA19	deafness, autosomal dominant 19		Entry Withdrawn					
HGNC:2793	DFNA20	symbol withdrawn, see [HGNC:144](/data/gene-symbol-report/#!/hgnc_id/HGNC:144)		Symbol Withdrawn					
HGNC:2794	DFNA21	deafness, autosomal dominant 21		Entry Withdrawn					
HGNC:13269	DFNA22	symbol withdrawn, see [HGNC:7605](/data/gene-symbol-report/#!/hgnc_id/HGNC:7605)		Symbol Withdrawn					
HGNC:2795	DFNA23	symbol withdrawn, see [HGNC:10887](/data/gene-symbol-report/#!/hgnc_id/HGNC:10887)	DFNA23	Symbol Withdrawn					
HGNC:2796	DFNA24	deafness, autosomal dominant 24		Entry Withdrawn					
HGNC:13270	DFNA25	symbol withdrawn, see [HGNC:20151](/data/gene-symbol-report/#!/hgnc_id/HGNC:20151)	DFNA25	Symbol Withdrawn					
HGNC:2797	DFNA26	symbol withdrawn, see [HGNC:144](/data/gene-symbol-report/#!/hgnc_id/HGNC:144)		Symbol Withdrawn					
HGNC:2798	DFNA27	symbol withdrawn, see [HGNC:9966](/data/gene-symbol-report/#!/hgnc_id/HGNC:9966)		Symbol Withdrawn					
HGNC:2800	DFNA29	deafness, autosomal dominant 29		Entry Withdrawn					
HGNC:2802	DFNA30	deafness, autosomal dominant 30		Entry Withdrawn					
HGNC:2803	DFNA31	deafness, autosomal dominant 31		Entry Withdrawn					
HGNC:2804	DFNA32	deafness, autosomal dominant 32		Entry Withdrawn					
HGNC:2805	DFNA33	deafness, autosomal dominant 33		Entry Withdrawn					
